,GEO.id,GEO.id2,GEO.display-label,Borough,Total_Housing_unit
23,1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",BRONX,724
24,1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",BRONX,1415
25,1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",BRONX,1610
26,1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",BRONX,1992
27,1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",BRONX,2031
28,1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",BRONX,831
29,1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",BRONX,1647
30,1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",BRONX,1979
31,1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",BRONX,1021
32,1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",BRONX,1140
33,1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",BRONX,396
34,1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",BRONX,2368
35,1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",BRONX,2542
36,1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",BRONX,2013
37,1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",BRONX,1457
38,1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",BRONX,2001
39,1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",BRONX,2424
40,1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",BRONX,1060
41,1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",BRONX,2792
42,1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",BRONX,1476
43,1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",BRONX,933
44,1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",BRONX,1788
45,1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",BRONX,1387
46,1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",BRONX,1410
47,1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",BRONX,2203
48,1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",BRONX,1749
49,1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",BRONX,628
50,1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",BRONX,2224
51,1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",BRONX,2499
52,1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",BRONX,2211
53,1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",BRONX,757
54,1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",BRONX,1944
55,1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",BRONX,1469
56,1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",BRONX,2003
57,1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",BRONX,1280
58,1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",BRONX,1221
59,1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",BRONX,1878
60,1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",BRONX,1971
61,1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",BRONX,817
62,1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",BRONX,1822
63,1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",BRONX,66
64,1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",BRONX,1570
65,1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",BRONX,621
66,1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",BRONX,1635
67,1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",BRONX,2074
68,1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",BRONX,1014
69,1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",BRONX,544
70,1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",BRONX,1697
71,1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",BRONX,1460
72,1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",BRONX,829
73,1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",BRONX,1457
74,1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",BRONX,462
75,1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",BRONX,1790
76,1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",BRONX,2560
77,1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",BRONX,2398
78,1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",BRONX,1415
79,1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",BRONX,1347
80,1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",BRONX,2139
81,1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",BRONX,450
82,1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",BRONX,2254
83,1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",BRONX,2300
84,1400000US36005014701,36005014701,"Census Tract 147.01, Bronx County, New York",BRONX,2054
85,1400000US36005014702,36005014702,"Census Tract 147.02, Bronx County, New York",BRONX,1654
86,1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",BRONX,1622
87,1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",BRONX,1980
88,1400000US36005015200,36005015200,"Census Tract 152, Bronx County, New York",BRONX,989
89,1400000US36005015300,36005015300,"Census Tract 153, Bronx County, New York",BRONX,1544
90,1400000US36005015500,36005015500,"Census Tract 155, Bronx County, New York",BRONX,1103
91,1400000US36005015700,36005015700,"Census Tract 157, Bronx County, New York",BRONX,1389
92,1400000US36005015800,36005015800,"Census Tract 158, Bronx County, New York",BRONX,506
93,1400000US36005015900,36005015900,"Census Tract 159, Bronx County, New York",BRONX,708
94,1400000US36005016000,36005016000,"Census Tract 160, Bronx County, New York",BRONX,1702
95,1400000US36005016100,36005016100,"Census Tract 161, Bronx County, New York",BRONX,1813
96,1400000US36005016200,36005016200,"Census Tract 162, Bronx County, New York",BRONX,638
97,1400000US36005016300,36005016300,"Census Tract 163, Bronx County, New York",BRONX,0
98,1400000US36005016400,36005016400,"Census Tract 164, Bronx County, New York",BRONX,426
99,1400000US36005016500,36005016500,"Census Tract 165, Bronx County, New York",BRONX,403
100,1400000US36005016600,36005016600,"Census Tract 166, Bronx County, New York",BRONX,862
101,1400000US36005016700,36005016700,"Census Tract 167, Bronx County, New York",BRONX,922
102,1400000US36005016900,36005016900,"Census Tract 169, Bronx County, New York",BRONX,502
103,1400000US36005017100,36005017100,"Census Tract 171, Bronx County, New York",BRONX,0
104,1400000US36005017300,36005017300,"Census Tract 173, Bronx County, New York",BRONX,2253
105,1400000US36005017500,36005017500,"Census Tract 175, Bronx County, New York",BRONX,2603
106,1400000US36005017701,36005017701,"Census Tract 177.01, Bronx County, New York",BRONX,1437
107,1400000US36005017702,36005017702,"Census Tract 177.02, Bronx County, New York",BRONX,1866
108,1400000US36005017901,36005017901,"Census Tract 179.01, Bronx County, New York",BRONX,1722
109,1400000US36005017902,36005017902,"Census Tract 179.02, Bronx County, New York",BRONX,1155
110,1400000US36005018101,36005018101,"Census Tract 181.01, Bronx County, New York",BRONX,1065
111,1400000US36005018102,36005018102,"Census Tract 181.02, Bronx County, New York",BRONX,1697
112,1400000US36005018301,36005018301,"Census Tract 183.01, Bronx County, New York",BRONX,2033
113,1400000US36005018302,36005018302,"Census Tract 183.02, Bronx County, New York",BRONX,1282
114,1400000US36005018400,36005018400,"Census Tract 184, Bronx County, New York",BRONX,1564
115,1400000US36005018500,36005018500,"Census Tract 185, Bronx County, New York",BRONX,2808
116,1400000US36005018900,36005018900,"Census Tract 189, Bronx County, New York",BRONX,3028
117,1400000US36005019300,36005019300,"Census Tract 193, Bronx County, New York",BRONX,2099
118,1400000US36005019400,36005019400,"Census Tract 194, Bronx County, New York",BRONX,769
119,1400000US36005019500,36005019500,"Census Tract 195, Bronx County, New York",BRONX,2805
120,1400000US36005019700,36005019700,"Census Tract 197, Bronx County, New York",BRONX,2307
121,1400000US36005019900,36005019900,"Census Tract 199, Bronx County, New York",BRONX,2909
122,1400000US36005020000,36005020000,"Census Tract 200, Bronx County, New York",BRONX,1624
123,1400000US36005020100,36005020100,"Census Tract 201, Bronx County, New York",BRONX,1374
124,1400000US36005020200,36005020200,"Census Tract 202, Bronx County, New York",BRONX,904
125,1400000US36005020400,36005020400,"Census Tract 204, Bronx County, New York",BRONX,1117
126,1400000US36005020501,36005020501,"Census Tract 205.01, Bronx County, New York",BRONX,2808
127,1400000US36005020502,36005020502,"Census Tract 205.02, Bronx County, New York",BRONX,982
128,1400000US36005020601,36005020601,"Census Tract 206.01, Bronx County, New York",BRONX,918
129,1400000US36005020900,36005020900,"Census Tract 209, Bronx County, New York",BRONX,1678
130,1400000US36005021001,36005021001,"Census Tract 210.01, Bronx County, New York",BRONX,4114
131,1400000US36005021002,36005021002,"Census Tract 210.02, Bronx County, New York",BRONX,3120
132,1400000US36005021100,36005021100,"Census Tract 211, Bronx County, New York",BRONX,1976
133,1400000US36005021200,36005021200,"Census Tract 212, Bronx County, New York",BRONX,2310
134,1400000US36005021301,36005021301,"Census Tract 213.01, Bronx County, New York",BRONX,468
135,1400000US36005021302,36005021302,"Census Tract 213.02, Bronx County, New York",BRONX,1995
136,1400000US36005021501,36005021501,"Census Tract 215.01, Bronx County, New York",BRONX,1421
137,1400000US36005021502,36005021502,"Census Tract 215.02, Bronx County, New York",BRONX,2155
138,1400000US36005021601,36005021601,"Census Tract 216.01, Bronx County, New York",BRONX,1753
139,1400000US36005021602,36005021602,"Census Tract 216.02, Bronx County, New York",BRONX,2588
140,1400000US36005021700,36005021700,"Census Tract 217, Bronx County, New York",BRONX,1931
141,1400000US36005021800,36005021800,"Census Tract 218, Bronx County, New York",BRONX,2441
142,1400000US36005021900,36005021900,"Census Tract 219, Bronx County, New York",BRONX,439
143,1400000US36005022000,36005022000,"Census Tract 220, Bronx County, New York",BRONX,485
144,1400000US36005022101,36005022101,"Census Tract 221.01, Bronx County, New York",BRONX,1232
145,1400000US36005022102,36005022102,"Census Tract 221.02, Bronx County, New York",BRONX,1733
146,1400000US36005022200,36005022200,"Census Tract 222, Bronx County, New York",BRONX,1238
147,1400000US36005022300,36005022300,"Census Tract 223, Bronx County, New York",BRONX,1859
148,1400000US36005022401,36005022401,"Census Tract 224.01, Bronx County, New York",BRONX,1147
149,1400000US36005022403,36005022403,"Census Tract 224.03, Bronx County, New York",BRONX,1366
150,1400000US36005022404,36005022404,"Census Tract 224.04, Bronx County, New York",BRONX,1849
151,1400000US36005022500,36005022500,"Census Tract 225, Bronx County, New York",BRONX,2400
152,1400000US36005022701,36005022701,"Census Tract 227.01, Bronx County, New York",BRONX,1907
153,1400000US36005022702,36005022702,"Census Tract 227.02, Bronx County, New York",BRONX,663
154,1400000US36005022703,36005022703,"Census Tract 227.03, Bronx County, New York",BRONX,595
155,1400000US36005022800,36005022800,"Census Tract 228, Bronx County, New York",BRONX,2515
156,1400000US36005022901,36005022901,"Census Tract 229.01, Bronx County, New York",BRONX,1937
157,1400000US36005022902,36005022902,"Census Tract 229.02, Bronx County, New York",BRONX,1159
158,1400000US36005023000,36005023000,"Census Tract 230, Bronx County, New York",BRONX,1064
159,1400000US36005023100,36005023100,"Census Tract 231, Bronx County, New York",BRONX,450
160,1400000US36005023200,36005023200,"Census Tract 232, Bronx County, New York",BRONX,889
161,1400000US36005023301,36005023301,"Census Tract 233.01, Bronx County, New York",BRONX,1611
162,1400000US36005023302,36005023302,"Census Tract 233.02, Bronx County, New York",BRONX,1024
163,1400000US36005023501,36005023501,"Census Tract 235.01, Bronx County, New York",BRONX,1117
164,1400000US36005023502,36005023502,"Census Tract 235.02, Bronx County, New York",BRONX,1761
165,1400000US36005023600,36005023600,"Census Tract 236, Bronx County, New York",BRONX,671
166,1400000US36005023702,36005023702,"Census Tract 237.02, Bronx County, New York",BRONX,355
167,1400000US36005023703,36005023703,"Census Tract 237.03, Bronx County, New York",BRONX,1587
168,1400000US36005023704,36005023704,"Census Tract 237.04, Bronx County, New York",BRONX,1346
169,1400000US36005023800,36005023800,"Census Tract 238, Bronx County, New York",BRONX,937
170,1400000US36005023900,36005023900,"Census Tract 239, Bronx County, New York",BRONX,2652
171,1400000US36005024000,36005024000,"Census Tract 240, Bronx County, New York",BRONX,1327
172,1400000US36005024100,36005024100,"Census Tract 241, Bronx County, New York",BRONX,2084
173,1400000US36005024300,36005024300,"Census Tract 243, Bronx County, New York",BRONX,2047
174,1400000US36005024400,36005024400,"Census Tract 244, Bronx County, New York",BRONX,871
175,1400000US36005024501,36005024501,"Census Tract 245.01, Bronx County, New York",BRONX,1604
176,1400000US36005024502,36005024502,"Census Tract 245.02, Bronx County, New York",BRONX,1194
177,1400000US36005024600,36005024600,"Census Tract 246, Bronx County, New York",BRONX,802
178,1400000US36005024700,36005024700,"Census Tract 247, Bronx County, New York",BRONX,747
179,1400000US36005024800,36005024800,"Census Tract 248, Bronx County, New York",BRONX,1214
180,1400000US36005024900,36005024900,"Census Tract 249, Bronx County, New York",BRONX,0
181,1400000US36005025000,36005025000,"Census Tract 250, Bronx County, New York",BRONX,1016
182,1400000US36005025100,36005025100,"Census Tract 251, Bronx County, New York",BRONX,2269
183,1400000US36005025200,36005025200,"Census Tract 252, Bronx County, New York",BRONX,966
184,1400000US36005025300,36005025300,"Census Tract 253, Bronx County, New York",BRONX,2018
185,1400000US36005025400,36005025400,"Census Tract 254, Bronx County, New York",BRONX,871
186,1400000US36005025500,36005025500,"Census Tract 255, Bronx County, New York",BRONX,2301
187,1400000US36005025600,36005025600,"Census Tract 256, Bronx County, New York",BRONX,706
188,1400000US36005025700,36005025700,"Census Tract 257, Bronx County, New York",BRONX,695
189,1400000US36005026100,36005026100,"Census Tract 261, Bronx County, New York",BRONX,1041
190,1400000US36005026300,36005026300,"Census Tract 263, Bronx County, New York",BRONX,2372
191,1400000US36005026400,36005026400,"Census Tract 264, Bronx County, New York",BRONX,2160
192,1400000US36005026500,36005026500,"Census Tract 265, Bronx County, New York",BRONX,2193
193,1400000US36005026601,36005026601,"Census Tract 266.01, Bronx County, New York",BRONX,1433
194,1400000US36005026602,36005026602,"Census Tract 266.02, Bronx County, New York",BRONX,2705
195,1400000US36005026701,36005026701,"Census Tract 267.01, Bronx County, New York",BRONX,1386
196,1400000US36005026702,36005026702,"Census Tract 267.02, Bronx County, New York",BRONX,2503
197,1400000US36005026900,36005026900,"Census Tract 269, Bronx County, New York",BRONX,1459
198,1400000US36005027300,36005027300,"Census Tract 273, Bronx County, New York",BRONX,2770
199,1400000US36005027401,36005027401,"Census Tract 274.01, Bronx County, New York",BRONX,1830
200,1400000US36005027402,36005027402,"Census Tract 274.02, Bronx County, New York",BRONX,1348
201,1400000US36005027600,36005027600,"Census Tract 276, Bronx County, New York",BRONX,18
202,1400000US36005027700,36005027700,"Census Tract 277, Bronx County, New York",BRONX,1862
203,1400000US36005027900,36005027900,"Census Tract 279, Bronx County, New York",BRONX,2841
204,1400000US36005028100,36005028100,"Census Tract 281, Bronx County, New York",BRONX,1754
205,1400000US36005028300,36005028300,"Census Tract 283, Bronx County, New York",BRONX,1362
206,1400000US36005028400,36005028400,"Census Tract 284, Bronx County, New York",BRONX,41
207,1400000US36005028500,36005028500,"Census Tract 285, Bronx County, New York",BRONX,1688
208,1400000US36005028600,36005028600,"Census Tract 286, Bronx County, New York",BRONX,513
209,1400000US36005028700,36005028700,"Census Tract 287, Bronx County, New York",BRONX,1252
210,1400000US36005028800,36005028800,"Census Tract 288, Bronx County, New York",BRONX,1243
211,1400000US36005028900,36005028900,"Census Tract 289, Bronx County, New York",BRONX,1881
212,1400000US36005029301,36005029301,"Census Tract 293.01, Bronx County, New York",BRONX,990
213,1400000US36005029302,36005029302,"Census Tract 293.02, Bronx County, New York",BRONX,2740
214,1400000US36005029500,36005029500,"Census Tract 295, Bronx County, New York",BRONX,2110
215,1400000US36005029600,36005029600,"Census Tract 296, Bronx County, New York",BRONX,707
216,1400000US36005029700,36005029700,"Census Tract 297, Bronx County, New York",BRONX,1789
217,1400000US36005030000,36005030000,"Census Tract 300, Bronx County, New York",BRONX,2771
218,1400000US36005030100,36005030100,"Census Tract 301, Bronx County, New York",BRONX,576
219,1400000US36005030200,36005030200,"Census Tract 302, Bronx County, New York",BRONX,4287
220,1400000US36005030701,36005030701,"Census Tract 307.01, Bronx County, New York",BRONX,2790
221,1400000US36005030900,36005030900,"Census Tract 309, Bronx County, New York",BRONX,1379
222,1400000US36005031000,36005031000,"Census Tract 310, Bronx County, New York",BRONX,1251
223,1400000US36005031200,36005031200,"Census Tract 312, Bronx County, New York",BRONX,620
224,1400000US36005031400,36005031400,"Census Tract 314, Bronx County, New York",BRONX,699
225,1400000US36005031600,36005031600,"Census Tract 316, Bronx County, New York",BRONX,669
226,1400000US36005031800,36005031800,"Census Tract 318, Bronx County, New York",BRONX,645
227,1400000US36005031900,36005031900,"Census Tract 319, Bronx County, New York",BRONX,0
228,1400000US36005032300,36005032300,"Census Tract 323, Bronx County, New York",BRONX,2719
229,1400000US36005032400,36005032400,"Census Tract 324, Bronx County, New York",BRONX,1325
230,1400000US36005032600,36005032600,"Census Tract 326, Bronx County, New York",BRONX,1075
231,1400000US36005032800,36005032800,"Census Tract 328, Bronx County, New York",BRONX,1475
232,1400000US36005033000,36005033000,"Census Tract 330, Bronx County, New York",BRONX,2201
233,1400000US36005033201,36005033201,"Census Tract 332.01, Bronx County, New York",BRONX,1947
234,1400000US36005033202,36005033202,"Census Tract 332.02, Bronx County, New York",BRONX,1681
235,1400000US36005033400,36005033400,"Census Tract 334, Bronx County, New York",BRONX,654
236,1400000US36005033500,36005033500,"Census Tract 335, Bronx County, New York",BRONX,791
237,1400000US36005033600,36005033600,"Census Tract 336, Bronx County, New York",BRONX,2667
238,1400000US36005033700,36005033700,"Census Tract 337, Bronx County, New York",BRONX,1037
239,1400000US36005033800,36005033800,"Census Tract 338, Bronx County, New York",BRONX,1427
240,1400000US36005034000,36005034000,"Census Tract 340, Bronx County, New York",BRONX,1827
241,1400000US36005034200,36005034200,"Census Tract 342, Bronx County, New York",BRONX,617
242,1400000US36005034300,36005034300,"Census Tract 343, Bronx County, New York",BRONX,636
243,1400000US36005034400,36005034400,"Census Tract 344, Bronx County, New York",BRONX,610
244,1400000US36005034500,36005034500,"Census Tract 345, Bronx County, New York",BRONX,1573
245,1400000US36005034800,36005034800,"Census Tract 348, Bronx County, New York",BRONX,2153
246,1400000US36005035000,36005035000,"Census Tract 350, Bronx County, New York",BRONX,698
247,1400000US36005035100,36005035100,"Census Tract 351, Bronx County, New York",BRONX,1161
248,1400000US36005035600,36005035600,"Census Tract 356, Bronx County, New York",BRONX,683
249,1400000US36005035800,36005035800,"Census Tract 358, Bronx County, New York",BRONX,2513
250,1400000US36005035900,36005035900,"Census Tract 359, Bronx County, New York",BRONX,743
251,1400000US36005036000,36005036000,"Census Tract 360, Bronx County, New York",BRONX,993
252,1400000US36005036100,36005036100,"Census Tract 361, Bronx County, New York",BRONX,2228
253,1400000US36005036300,36005036300,"Census Tract 363, Bronx County, New York",BRONX,2642
254,1400000US36005036400,36005036400,"Census Tract 364, Bronx County, New York",BRONX,919
255,1400000US36005036501,36005036501,"Census Tract 365.01, Bronx County, New York",BRONX,1355
256,1400000US36005036502,36005036502,"Census Tract 365.02, Bronx County, New York",BRONX,762
257,1400000US36005036700,36005036700,"Census Tract 367, Bronx County, New York",BRONX,721
258,1400000US36005036800,36005036800,"Census Tract 368, Bronx County, New York",BRONX,668
259,1400000US36005036901,36005036901,"Census Tract 369.01, Bronx County, New York",BRONX,829
260,1400000US36005036902,36005036902,"Census Tract 369.02, Bronx County, New York",BRONX,772
261,1400000US36005037000,36005037000,"Census Tract 370, Bronx County, New York",BRONX,856
262,1400000US36005037100,36005037100,"Census Tract 371, Bronx County, New York",BRONX,1824
263,1400000US36005037200,36005037200,"Census Tract 372, Bronx County, New York",BRONX,801
264,1400000US36005037300,36005037300,"Census Tract 373, Bronx County, New York",BRONX,1972
265,1400000US36005037400,36005037400,"Census Tract 374, Bronx County, New York",BRONX,1535
266,1400000US36005037504,36005037504,"Census Tract 375.04, Bronx County, New York",BRONX,1361
267,1400000US36005037600,36005037600,"Census Tract 376, Bronx County, New York",BRONX,798
268,1400000US36005037800,36005037800,"Census Tract 378, Bronx County, New York",BRONX,1075
269,1400000US36005037900,36005037900,"Census Tract 379, Bronx County, New York",BRONX,1656
270,1400000US36005038000,36005038000,"Census Tract 380, Bronx County, New York",BRONX,1882
271,1400000US36005038100,36005038100,"Census Tract 381, Bronx County, New York",BRONX,2345
272,1400000US36005038200,36005038200,"Census Tract 382, Bronx County, New York",BRONX,924
273,1400000US36005038301,36005038301,"Census Tract 383.01, Bronx County, New York",BRONX,1624
274,1400000US36005038302,36005038302,"Census Tract 383.02, Bronx County, New York",BRONX,1992
275,1400000US36005038500,36005038500,"Census Tract 385, Bronx County, New York",BRONX,1742
276,1400000US36005038600,36005038600,"Census Tract 386, Bronx County, New York",BRONX,2813
277,1400000US36005038700,36005038700,"Census Tract 387, Bronx County, New York",BRONX,1295
278,1400000US36005038800,36005038800,"Census Tract 388, Bronx County, New York",BRONX,902
279,1400000US36005038900,36005038900,"Census Tract 389, Bronx County, New York",BRONX,1872
280,1400000US36005039000,36005039000,"Census Tract 390, Bronx County, New York",BRONX,1040
281,1400000US36005039100,36005039100,"Census Tract 391, Bronx County, New York",BRONX,2631
282,1400000US36005039200,36005039200,"Census Tract 392, Bronx County, New York",BRONX,593
283,1400000US36005039300,36005039300,"Census Tract 393, Bronx County, New York",BRONX,3260
284,1400000US36005039400,36005039400,"Census Tract 394, Bronx County, New York",BRONX,1656
285,1400000US36005039500,36005039500,"Census Tract 395, Bronx County, New York",BRONX,1634
286,1400000US36005039600,36005039600,"Census Tract 396, Bronx County, New York",BRONX,1487
287,1400000US36005039700,36005039700,"Census Tract 397, Bronx County, New York",BRONX,584
288,1400000US36005039800,36005039800,"Census Tract 398, Bronx County, New York",BRONX,1079
289,1400000US36005039901,36005039901,"Census Tract 399.01, Bronx County, New York",BRONX,1790
290,1400000US36005039902,36005039902,"Census Tract 399.02, Bronx County, New York",BRONX,1761
291,1400000US36005040100,36005040100,"Census Tract 401, Bronx County, New York",BRONX,1576
292,1400000US36005040302,36005040302,"Census Tract 403.02, Bronx County, New York",BRONX,1490
293,1400000US36005040303,36005040303,"Census Tract 403.03, Bronx County, New York",BRONX,1615
294,1400000US36005040304,36005040304,"Census Tract 403.04, Bronx County, New York",BRONX,1272
295,1400000US36005040400,36005040400,"Census Tract 404, Bronx County, New York",BRONX,1125
296,1400000US36005040501,36005040501,"Census Tract 405.01, Bronx County, New York",BRONX,1447
297,1400000US36005040502,36005040502,"Census Tract 405.02, Bronx County, New York",BRONX,2431
298,1400000US36005040600,36005040600,"Census Tract 406, Bronx County, New York",BRONX,1343
299,1400000US36005040701,36005040701,"Census Tract 407.01, Bronx County, New York",BRONX,1270
300,1400000US36005040702,36005040702,"Census Tract 407.02, Bronx County, New York",BRONX,2747
301,1400000US36005040800,36005040800,"Census Tract 408, Bronx County, New York",BRONX,1617
302,1400000US36005040900,36005040900,"Census Tract 409, Bronx County, New York",BRONX,1384
303,1400000US36005041100,36005041100,"Census Tract 411, Bronx County, New York",BRONX,1215
304,1400000US36005041300,36005041300,"Census Tract 413, Bronx County, New York",BRONX,2956
305,1400000US36005041400,36005041400,"Census Tract 414, Bronx County, New York",BRONX,1783
306,1400000US36005041500,36005041500,"Census Tract 415, Bronx County, New York",BRONX,2337
307,1400000US36005041800,36005041800,"Census Tract 418, Bronx County, New York",BRONX,1318
308,1400000US36005041900,36005041900,"Census Tract 419, Bronx County, New York",BRONX,2566
309,1400000US36005042000,36005042000,"Census Tract 420, Bronx County, New York",BRONX,1471
310,1400000US36005042100,36005042100,"Census Tract 421, Bronx County, New York",BRONX,2382
311,1400000US36005042200,36005042200,"Census Tract 422, Bronx County, New York",BRONX,1184
312,1400000US36005042300,36005042300,"Census Tract 423, Bronx County, New York",BRONX,1476
313,1400000US36005042400,36005042400,"Census Tract 424, Bronx County, New York",BRONX,860
314,1400000US36005042500,36005042500,"Census Tract 425, Bronx County, New York",BRONX,2289
315,1400000US36005042600,36005042600,"Census Tract 426, Bronx County, New York",BRONX,2170
316,1400000US36005042800,36005042800,"Census Tract 428, Bronx County, New York",BRONX,729
317,1400000US36005042901,36005042901,"Census Tract 429.01, Bronx County, New York",BRONX,1271
318,1400000US36005042902,36005042902,"Census Tract 429.02, Bronx County, New York",BRONX,1609
319,1400000US36005043000,36005043000,"Census Tract 430, Bronx County, New York",BRONX,1079
320,1400000US36005043100,36005043100,"Census Tract 431, Bronx County, New York",BRONX,3625
321,1400000US36005043400,36005043400,"Census Tract 434, Bronx County, New York",BRONX,1340
322,1400000US36005043500,36005043500,"Census Tract 435, Bronx County, New York",BRONX,22
323,1400000US36005043600,36005043600,"Census Tract 436, Bronx County, New York",BRONX,724
324,1400000US36005044200,36005044200,"Census Tract 442, Bronx County, New York",BRONX,1270
325,1400000US36005044400,36005044400,"Census Tract 444, Bronx County, New York",BRONX,1343
326,1400000US36005044800,36005044800,"Census Tract 448, Bronx County, New York",BRONX,697
327,1400000US36005044901,36005044901,"Census Tract 449.01, Bronx County, New York",BRONX,809
328,1400000US36005044902,36005044902,"Census Tract 449.02, Bronx County, New York",BRONX,905
